id,category,question,complexity,key_challenge,data_available,data_gap,response,sql_used,pipeline_mode,elapsed_ms,error
POP14,Medication and Safety Surveillance,How many patients have been prescribed opioids for more than 90 consecutive days in the past year?,Synthesis,Chronic opioid use surveillance,False,No prescriptions/medications table in llm_ua_enterprise,No prescription duration values recorded for any patient in this cohort.,"Latest observation: ['prescription duration'], threshold: NoneNone",population_sql,15760,
POP15,Medication and Safety Surveillance,List patients who are currently on metformin but have documented eGFR < 30.,Inference,Guideline-based contraindication alert,False,No prescriptions/medications table in llm_ua_enterprise,"0 patients satisfy all criteria for this question.

Required condition ('currently on metformin'): 0 patients — not documented in this cohort's EHR.
Excluded condition ('diabetes diagnosis'): 0 patients have this — no exclusions applied.
Lab threshold (eGFR < 30.0): 0 patient(s) — none in this cohort.","Condition present=['currently on metformin'], absent=['diabetes diagnosis']",population_sql,14661,
POP16,Preventive Care and Quality Metrics,How many of my diabetic patients aged 40-75 are not on a statin despite no documented contraindication?,Inference,Quality measure gap (HEDIS DM-CE),False,No prescriptions/medications table in llm_ua_enterprise,"0 patients satisfy all criteria for this question.

Required condition ('diabetic patients'): 0 patients — not documented in this cohort's EHR.
Excluded condition ('documented contraindication'): 0 patients have this — no exclusions applied.","Condition present=['diabetic patients'], absent=['documented contraindication']",population_sql,14579,
POP17,Preventive Care and Quality Metrics,What percentage of my hypertensive patients have blood pressure controlled below 130/80 based on their most recent recorded reading?,Synthesis,Population BP control rate,True,,"5 of 12 patients (41%) have blood pressure < 130.0 based on their most recent recorded reading.
Patients meeting threshold: Mason Lewis, Isabella Martin, Mia Scott, Samuel Richardson, Scarlett Gonzalez.
Patients NOT meeting threshold (7): Amelia Parker, Charlotte White, Isaac Hernandez, Lincoln Gray, Brooklyn Coleman, Christian Dean, Dominic Webb.","Latest observation: ['blood pressure'], threshold: <130.0",population_sql,13754,
POP18,Preventive Care and Quality Metrics,Which patients over 50 in my panel have no documented colorectal cancer screening in the past 10 years?,Inference,Cancer screening gap detection,False,Colorectal cancer screening not documented in observations table,"9 patient(s) are over 50 in this cohort: Mason Lewis, Amelia Parker, Mia Scott, Samuel Richardson, Isaac Hernandez, Lincoln Gray, Brooklyn Coleman, Christian Dean, Dominic Webb.
No 'colorectal cancer screening' is documented for any of them — this screening type is not recorded in the structured database.","Absence check: cond=['colorectal cancer'], obs_absent=['colorectal cancer screening'], date=>= DATE_SUB(NOW(), INTERVAL 10 YEAR)",population_sql,14002,
POP19,Preventive Care and Quality Metrics,How many patients with a previous MI have documented annual lipid panels?,Synthesis,Monitoring compliance metric,True,,"0 patients satisfy all 2 condition(s) simultaneously.

Per-condition breakdown:
  - previous mi: 1 patient(s) — Mia Scott
  - lipid panel: 2 patient(s) — Samuel Richardson, Isaac Hernandez

Closest near-miss: Mia Scott, Samuel Richardson, Isaac Hernandez each satisfy 1 of 2 conditions.","Intersection of conditions: ['previous mi', 'lipid panel']",population_sql,14288,
POP20,Preventive Care and Quality Metrics,Find all patients in my panel who have been hospitalised in the past year and have no documented primary care follow-up within 30 days of discharge.,Inference,Transition of care quality metric,False,Encounters table only has AMB class; no inpatient/hospitalisation data,"0 patients satisfy all criteria for this question.

12 patient(s) have encounters recorded (18 total, all ambulatory class). No inpatient hospitalisations found — this dataset contains only outpatient visits.
'within 30 days of discharge' is not recorded for any patient in this cohort — this data type is not in the structured database.","Absence check: cond=['hospitalised in the past year'], obs_absent=['within 30 days of discharge'], date=>= DATE_SUB(NOW(), INTERVAL 30 DAY)",population_sql,15885,
POP21,Cross-Hospital Utilisation and Care Coordination,Which patients have been seen at more than three different hospitals in the consortium in the past two years?,Synthesis,Multi-site utilisation tracking,True,,1 patient(s) have been seen at 3 or more different hospitals in the consortium: Amelia Parker (3 hospitals).,"Cross-hospital: min_h=3, contradiction=False",population_sql,13356,
POP22,Cross-Hospital Utilisation and Care Coordination,"Are there patients in my panel whose diagnoses at one consortium hospital contradict diagnoses at another (e.g., coded as diabetic at one site and non-diabetic at another)?",Inference,Cross-site data coherence auditing,True,,0 patients. The limiting factor was the absence of contradictions in the diagnoses.,"Cross-hospital: min_h=3, contradiction=True",population_sql,17940,
POP23,Cross-Hospital Utilisation and Care Coordination,Find patients with a heart failure diagnosis who have had no echocardiogram recorded at any consortium site in the past two years.,Inference,Multi-site imaging gap detection,True,,"0 patients satisfy all criteria for this question.

No patients have 'heart failure' documented in this cohort's EHR.
'echocardiogram' is not recorded for any patient in this cohort — this data type is not in the structured database.","Absence check: cond=['heart failure', 'congestive heart failure'], obs_absent=['echocardiogram'], date=None",population_sql,14118,
POP24,Cross-Hospital Utilisation and Care Coordination,Which of my complex patients have been seen by more than four specialities across the consortium in the past year?,Synthesis,Care coordination complexity index,False,Encounters table has no specialty/department field,0 patients have been seen at 5 or more different hospitals in the specified period. No patient in this cohort has reached that threshold.,"Cross-hospital: min_h=5, contradiction=False",population_sql,13118,
POP25,Cross-Hospital Utilisation and Care Coordination,"How many patients have had duplicate imaging studies (same modality, same body part) within 90 days across different consortium facilities?",Inference,Redundant utilisation detection,False,Imaging modality/body part not consistently coded in observations,"The most common two-condition comorbidity pair across the patient panel is 'Chronic obstructive lung disease (disorder)' and 'Hyperlipidemia (disorder)', co-occurring in 3 patient(s): Mason Lewis, Lincoln Gray, Dominic Webb.",Pairwise condition co-occurrence across cohort,population_sql,13463,
