id,category,question,complexity,key_challenge,data_available,data_gap,response,sql_used,pipeline_mode,elapsed_ms,error
POP12,Medication and Safety Surveillance,Find all patients on long-term corticosteroids with no osteoporosis diagnosis or DEXA scan on record.,Inference,Preventive care gap for medication risk,False,No prescriptions/medications table in llm_ua_enterprise,"Based on the query results, 0 patients meet the criteria of being on long-term corticosteroids with no osteoporosis diagnosis or DEXA scan on record. The criterion that eliminated the most patients was the presence of osteoporosis diagnosis or DEXA scan on record, which was not documented in any of the patients.","Condition present=['long-term corticosteroids'], absent=['osteoporosis']",population_sql,23118,
POP13,Medication and Safety Surveillance,Which of my patients are prescribed both an anticoagulant and an antiplatelet agent without a documented indication for dual therapy?,Inference,Polypharmacy safety alert,False,No prescriptions/medications table in llm_ua_enterprise,"Based on the query results, 0 patients are prescribed both an anticoagulant and an antiplatelet agent without a documented indication for dual therapy. This is because no patients in the cohort have both conditions ('patients_with_all_conditions' is empty). Additionally, no patients have a documented anticoagulant prescription ('anticoagulant' condition search found 0 patients) and no patients have a documented antiplatelet agent prescription ('antiplatelet agent' condition search found 0 patients).","Intersection of conditions: ['anticoagulant', 'antiplatelet agent']",population_sql,24965,
POP14,Medication and Safety Surveillance,How many patients have been prescribed opioids for more than 90 consecutive days in the past year?,Synthesis,Chronic opioid use surveillance,False,No prescriptions/medications table in llm_ua_enterprise,"Based on the query results, 0 patients have been prescribed opioids for more than 90 consecutive days in the past year. This is because all 12 patients in the cohort either do not have the required condition (""prescribed opioids"") or do not have the excluded condition (""opioid prescription for more than 90 consecutive days"").","Condition present=['prescribed opioids'], absent=['opioid prescription for more than 90 consecutive days']",population_sql,24512,
POP15,Medication and Safety Surveillance,List patients who are currently on metformin but have documented eGFR < 30.,Inference,Guideline-based contraindication alert,False,No prescriptions/medications table in llm_ua_enterprise,"0 patients are currently on metformin and have documented eGFR < 30. The criterion that eliminated the most patients was the requirement to be on metformin, as no patients in the cohort have this condition documented.","Condition present=['currently on metformin'], absent=['diabetes diagnosis']",population_sql,21991,
POP16,Preventive Care and Quality Metrics,How many of my diabetic patients aged 40-75 are not on a statin despite no documented contraindication?,Inference,Quality measure gap (HEDIS DM-CE),False,No prescriptions/medications table in llm_ua_enterprise,"Based on the query results, none of the 12 patients in the cohort are diabetic patients not on a statin despite no documented contraindication. The criteria breakdown indicates that all 12 patients either do not meet the required conditions (diabetic patients) or do not have data to evaluate the excluded condition (statin).","Condition present=['diabetic patients'], absent=['statin']",population_sql,23204,
POP17,Preventive Care and Quality Metrics,What percentage of my hypertensive patients have blood pressure controlled below 130/80 based on their most recent recorded reading?,Synthesis,Population BP control rate,True,,"Based on the most recent recorded blood pressure readings, all 12 patients in the cohort have a diastolic blood pressure below 130/80 mmHg.","Latest observation: ['blood pressure'], threshold: <130.0",population_sql,26901,
POP18,Preventive Care and Quality Metrics,Which patients over 50 in my panel have no documented colorectal cancer screening in the past 10 years?,Inference,Cancer screening gap detection,False,Colorectal cancer screening not documented in observations table,"0 patients have no documented colorectal cancer screening in the past 10 years. The age criterion eliminated all patients, as none of the patients in the cohort are over 50 years old.","Absence check: cond=['colorectal cancer'], obs_absent=['colorectal cancer screening'], date=>= DATE_SUB(NOW(), INTERVAL 10 YEAR)",population_sql,19838,
POP19,Preventive Care and Quality Metrics,How many patients with a previous MI have documented annual lipid panels?,Synthesis,Monitoring compliance metric,True,,"0 patients have a documented previous MI and annual lipid panels. The 'patients_with_condition' list is empty, indicating that no patients have a documented previous MI.","Absence check: cond=['previous mi'], obs_absent=['HbA1c'], date=None",population_sql,19470,
POP20,Preventive Care and Quality Metrics,Find all patients in my panel who have been hospitalised in the past year and have no documented primary care follow-up within 30 days of discharge.,Inference,Transition of care quality metric,False,Encounters table only has AMB class; no inpatient/hospitalisation data,"0 patients have been hospitalised in the past year and have no documented primary care follow-up within 30 days of discharge. The criterion that eliminated the most patients is the hospitalisation condition, as no patients in the cohort have been hospitalised in the past year.","Absence check: cond=['hospitalised in the past year'], obs_absent=['within 30 days of discharge'], date=>= DATE_SUB(NOW(), INTERVAL 30 DAY)",population_sql,22596,
POP21,Cross-Hospital Utilisation and Care Coordination,Which patients have been seen at more than three different hospitals in the consortium in the past two years?,Synthesis,Multi-site utilisation tracking,True,,"One patient, Amelia Parker (000000005), has been seen at more than three different hospitals in the consortium in the past two years. This patient has a documented history of visits to 3 hospitals.","Cross-hospital: min_h=3, contradiction=False",population_sql,18882,
POP22,Cross-Hospital Utilisation and Care Coordination,"Are there patients in my panel whose diagnoses at one consortium hospital contradict diagnoses at another (e.g., coded as diabetic at one site and non-diabetic at another)?",Inference,Cross-site data coherence auditing,True,,There are no patients in your panel whose diagnoses at one consortium hospital contradict diagnoses at another. 0 patients.,"Cross-hospital: min_h=3, contradiction=True",population_sql,18183,
POP23,Cross-Hospital Utilisation and Care Coordination,Find patients with a heart failure diagnosis who have had no echocardiogram recorded at any consortium site in the past two years.,Inference,Multi-site imaging gap detection,True,,"Based on the query results, 0 patients have a heart failure diagnosis and no echocardiogram recorded at any consortium site in the past two years. This is because the ""patients_with_condition"" list is empty, indicating no patients have a heart failure diagnosis.","Absence check: cond=['heart failure', 'congestive heart failure'], obs_absent=['echocardiogram'], date=None",population_sql,20892,
POP24,Cross-Hospital Utilisation and Care Coordination,Which of my complex patients have been seen by more than four specialities across the consortium in the past year?,Synthesis,Care coordination complexity index,False,Encounters table has no specialty/department field,"Based on the structured query results, 0 patients have been seen by more than four specialities across the consortium in the past year. This is because the 'count' is 0, indicating no patients matched the criteria. The'min_hospitals' value of 5 suggests that the query was looking for patients seen in at least 5 different hospitals, which may have contributed to the lack of matches.","Cross-hospital: min_h=5, contradiction=False",population_sql,22857,
POP25,Cross-Hospital Utilisation and Care Coordination,"How many patients have had duplicate imaging studies (same modality, same body part) within 90 days across different consortium facilities?",Inference,Redundant utilisation detection,False,Imaging modality/body part not consistently coded in observations,"0 patients have had duplicate imaging studies (same modality, same body part) within 90 days across different consortium facilities. This is because the query found 0 patients.","Cross-hospital: min_h=2, contradiction=False",population_sql,18849,
