id,category,question,complexity,key_challenge,data_available,data_gap,response,sql_used,pipeline_mode,elapsed_ms,error
POP11,Medication and Safety Surveillance,Which patients are currently prescribed an NSAID and also have a documented peptic ulcer disease diagnosis or CKD?,Inference,Drug-disease interaction surveillance,False,No prescriptions/medications table in llm_ua_enterprise,"Based on the provided data, 0 patients are currently prescribed an NSAID and also have a documented peptic ulcer disease diagnosis or CKD. This is because the intersection count is 0, indicating no patients have both conditions. The condition ""peptic ulcer disease or ckd"" is documented in 1 patient, but this patient is not prescribed an NSAID.","Intersection of conditions: ['nsaid', 'peptic ulcer disease or ckd']",population_sql,22549,
POP12,Medication and Safety Surveillance,Find all patients on long-term corticosteroids with no osteoporosis diagnosis or DEXA scan on record.,Inference,Preventive care gap for medication risk,False,No prescriptions/medications table in llm_ua_enterprise,"Based on the query results, there are no patients on long-term corticosteroids with no osteoporosis diagnosis or DEXA scan on record. However, the breakdown shows that there are 12 patients without the excluded condition of osteoporosis.","Condition present=['long-term corticosteroids'], absent=['osteoporosis']",population_sql,21564,
POP13,Medication and Safety Surveillance,Which of my patients are prescribed both an anticoagulant and an antiplatelet agent without a documented indication for dual therapy?,Inference,Polypharmacy safety alert,False,No prescriptions/medications table in llm_ua_enterprise,0 patients are prescribed both an anticoagulant and an antiplatelet agent without a documented indication for dual therapy.,"Intersection of conditions: ['anticoagulant', 'antiplatelet agent']",population_sql,19079,
POP14,Medication and Safety Surveillance,How many patients have been prescribed opioids for more than 90 consecutive days in the past year?,Synthesis,Chronic opioid use surveillance,False,No prescriptions/medications table in llm_ua_enterprise,"Based on the structured query results, 0 patients have been prescribed opioids for more than 90 consecutive days in the past year. This is because the 'count_matching' field directly indicates that no patients meet this criterion.","Latest observation: ['opioids prescription duration'], threshold: >=90.0",population_sql,22066,
POP15,Medication and Safety Surveillance,List patients who are currently on metformin but have documented eGFR < 30.,Inference,Guideline-based contraindication alert,False,No prescriptions/medications table in llm_ua_enterprise,0 patients are currently on metformin and have documented eGFR < 30.,"Absence check: cond=['currently on metformin'], obs_absent=['eGFR > 30'], date=None",population_sql,18839,
POP16,Preventive Care and Quality Metrics,How many of my diabetic patients aged 40-75 are not on a statin despite no documented contraindication?,Inference,Quality measure gap (HEDIS DM-CE),False,No prescriptions/medications table in llm_ua_enterprise,"Based on the query results, 0 patients are diabetic and aged 40-75. Since the cohort size is 12 patients, this implies that none of the patients in the cohort meet the age and diabetic criteria.","Absence check: cond=['diabetic'], obs_absent=['statin contraindication'], date=None",population_sql,21296,
POP17,Preventive Care and Quality Metrics,What percentage of my hypertensive patients have blood pressure controlled below 130/80 based on their most recent recorded reading?,Synthesis,Population BP control rate,True,,All 12 patients in the cohort have blood pressure readings documented. 12 patients (100%) have blood pressure controlled below 130/80 based on their most recent recorded reading.,"Latest observation: ['blood pressure'], threshold: <130.0",population_sql,27227,
POP18,Preventive Care and Quality Metrics,Which patients over 50 in my panel have no documented colorectal cancer screening in the past 10 years?,Inference,Cancer screening gap detection,False,Colorectal cancer screening not documented in observations table,"Based on the provided data, 0 patients over 50 in the panel have no documented colorectal cancer screening in the past 10 years. The query results indicate that no patients match the specified criteria.","Absence check: cond=['colorectal cancer'], obs_absent=['colorectal cancer screening'], date=>= DATE_SUB(NOW(), INTERVAL 10 YEAR)",population_sql,20596,
POP19,Preventive Care and Quality Metrics,How many patients with a previous MI have documented annual lipid panels?,Synthesis,Monitoring compliance metric,True,,"Based on the query results, 0 patients have a previous MI and documented annual lipid panels. The field 'patients_with_condition' is empty, indicating that no patients in the cohort have a history of myocardial infarction (MI).","Absence check: cond=['previous mi'], obs_absent=['HbA1c'], date=None",population_sql,21304,
POP20,Preventive Care and Quality Metrics,Find all patients in my panel who have been hospitalised in the past year and have no documented primary care follow-up within 30 days of discharge.,Inference,Transition of care quality metric,False,Encounters table only has AMB class; no inpatient/hospitalisation data,0 patients have been hospitalised in the past year and have no documented primary care follow-up within 30 days of discharge.,"Absence check: cond=['hospitalised in the past year'], obs_absent=['primary care follow-up within 30 days of discharge'], date=>= DATE_SUB(NOW(), INTERVAL 30 DAY)",population_sql,21271,
POP21,Cross-Hospital Utilisation and Care Coordination,Which patients have been seen at more than three different hospitals in the consortium in the past two years?,Synthesis,Multi-site utilisation tracking,True,,"One patient, Amelia Parker (000000005), has been seen at more than three different hospitals in the consortium in the past two years. This patient has a documented count of 3 hospital visits.","Cross-hospital: min_h=3, contradiction=False",population_sql,19667,
POP22,Cross-Hospital Utilisation and Care Coordination,"Are there patients in my panel whose diagnoses at one consortium hospital contradict diagnoses at another (e.g., coded as diabetic at one site and non-diabetic at another)?",Inference,Cross-site data coherence auditing,True,,There are no patients in your panel whose diagnoses at one consortium hospital contradict diagnoses at another. The structured query results show that the count of such patients is 0.,"Cross-hospital: min_h=3, contradiction=True",population_sql,18920,
POP23,Cross-Hospital Utilisation and Care Coordination,Find patients with a heart failure diagnosis who have had no echocardiogram recorded at any consortium site in the past two years.,Inference,Multi-site imaging gap detection,True,,"Based on the query results, there are 0 patients with a heart failure diagnosis who have had no echocardiogram recorded at any consortium site in the past two years. This is because the 'patients_with_condition' list is empty, indicating no patients have the condition, and the 'patients_with_observation_in_window' list is also empty, indicating no patients have the specified observation documented.","Absence check: cond=['heart failure', 'congestive heart failure'], obs_absent=['echocardiogram'], date=None",population_sql,22879,
POP24,Cross-Hospital Utilisation and Care Coordination,Which of my complex patients have been seen by more than four specialities across the consortium in the past year?,Synthesis,Care coordination complexity index,False,Encounters table has no specialty/department field,0 patients have been seen by more than four specialities across the consortium in the past year.,"Cross-hospital: min_h=5, contradiction=False",population_sql,17472,
POP25,Cross-Hospital Utilisation and Care Coordination,"How many patients have had duplicate imaging studies (same modality, same body part) within 90 days across different consortium facilities?",Inference,Redundant utilisation detection,False,Imaging modality/body part not consistently coded in observations,"0 patients have had duplicate imaging studies (same modality, same body part) within 90 days across different consortium facilities. This condition is not documented for any patient in the cohort.",Intersection of conditions: ['duplicate imaging studies'],population_sql,20047,
